,x_coord,y_coord,prescription in kg/m^2
0,45.84959633601193,45.25493063921257,0.007759120009242518
1,45.84959633601193,45.25493063921257,0.004798951378984555
2,45.84959633601193,45.25493063921257,0.0064078655899090856
3,45.84959633601193,45.25493063921257,0.020526315037041252
4,45.8526445845097,45.25493063921257,-0.0007004941482518512
5,45.8526445845097,45.25493063921257,-0.004820222432560889
6,45.8526445845097,45.25493063921257,-0.011701144433211748
7,45.8526445845097,45.25493063921257,-0.01890558816779369
8,45.8526445845097,45.25493063921257,-0.022824909719438694
9,45.8526445845097,45.25493063921257,-0.021766509922929014
10,45.8526445845097,45.25493063921257,-0.015015559576684032
11,45.8526445845097,45.25493063921257,-0.0018644883489321515
12,45.8526445845097,45.25493063921257,0.018128299248297793
13,45.855692833007474,45.25493063921257,-0.0010525758055053083
14,45.855692833007474,45.25493063921257,-0.008746061398089214
15,45.855692833007474,45.25493063921257,-0.01924857796120419
16,45.855692833007474,45.25493063921257,-0.0301404119169337
17,45.855692833007474,45.25493063921257,-0.038976648958112634
18,45.855692833007474,45.25493063921257,-0.04476620075667369
19,45.855692833007474,45.25493063921257,-0.046863193336752956
20,45.855692833007474,45.25493063921257,-0.04462396772016646
21,45.855692833007474,45.25493063921257,-0.037409772137827264
22,45.855692833007474,45.25493063921257,-0.024581382508552706
23,45.855692833007474,45.25493063921257,-0.005408609472303788
24,45.855692833007474,45.25493063921257,0.03303853358507339
25,45.855692833007474,45.25493063921257,0.014527252823330852
26,45.85874108150525,45.25493063921257,0.009317913589786415
27,45.85874108150525,45.25493063921257,-0.001979747271809461
28,45.85874108150525,45.25493063921257,-0.0142141186668309
29,45.85874108150525,45.25493063921257,-0.026150601816630814
30,45.85874108150525,45.25493063921257,-0.037149310626760274
31,45.85874108150525,45.25493063921257,-0.04653533501083747
32,45.85874108150525,45.25493063921257,-0.053493335103014544
33,45.85874108150525,45.25493063921257,-0.057338835744785606
34,45.85874108150525,45.25493063921257,-0.057410491026501025
35,45.85874108150525,45.25493063921257,-0.05305063077965017
36,45.85874108150525,45.25493063921257,-0.04363628863462604
37,45.85874108150525,45.25493063921257,-0.029269847801703185
38,45.85874108150525,45.25493063921257,-0.010535495663120259
39,45.85874108150525,45.25493063921257,0.009112322593757705
40,45.85874108150525,45.25493063921257,0.025932833364075966
41,45.85874108150525,45.25493063921257,0.058653104993445795
42,45.85874108150525,45.25493063921257,0.012460513482318674
43,45.86178933000302,45.25493063921257,0.02768012956653837
44,45.86178933000302,45.25493063921257,0.019378969860511304
45,45.86178933000302,45.25493063921257,0.00937296749882506
46,45.86178933000302,45.25493063921257,-0.0015062921875737545
47,45.86178933000302,45.25493063921257,-0.012400361965468842
48,45.86178933000302,45.25493063921257,-0.022431464465797087
49,45.86178933000302,45.25493063921257,-0.030922193449892735
50,45.86178933000302,45.25493063921257,-0.03721358242899679
51,45.86178933000302,45.25493063921257,-0.04072404189731296
52,45.86178933000302,45.25493063921257,-0.04088668850999993
53,45.86178933000302,45.25493063921257,-0.037001991906992084
54,45.86178933000302,45.25493063921257,-0.02848400620288065
55,45.86178933000302,45.25493063921257,-0.018146484592151936
56,45.86178933000302,45.25493063921257,-0.007414913481487137
57,45.86178933000302,45.25493063921257,0.004081118336358672
58,45.86178933000302,45.25493063921257,0.017781134047484944
59,45.86178933000302,45.25493063921257,0.02025056658761661
60,45.86178933000302,45.25493063921257,0.0548712181732213
61,45.86178933000302,45.25493063921257,0.07918766824127436
62,45.8648375785008,45.25493063921257,0.04051022043862036
63,45.8648375785008,45.25493063921257,0.035214415967013094
64,45.8648375785008,45.25493063921257,0.030045007208108133
65,45.8648375785008,45.25493063921257,0.023315386491317466
66,45.8648375785008,45.25493063921257,0.014905669452615532
67,45.8648375785008,45.25493063921257,0.005648344762600496
68,45.8648375785008,45.25493063921257,-0.0036228184298894364
69,45.8648375785008,45.25493063921257,-0.011509980198185957
